,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Broad.phase.of.flight
84623,20190731X25940,Accident,GAA19CA474,2019-07-30,"Cloquet, MN",United States,Substantial,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,
84629,20190731X80756,Accident,GAA19CA471,2019-07-31,"Falcon, CO",United States,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,
84630,20190801X94426,Accident,WPR19LA231,2019-08-01,"Novato, CA",United States,Substantial,Airplane,Cessna,P210,1.0,Turbo Prop,Business,
84631,20190804X03844,Accident,GAA19CA482,2019-08-01,"Manassas, VA",United States,Substantial,Airplane,Piper,PA 12,1.0,Reciprocating,Personal,
84632,20190813X05139,Accident,ANC19LA045,2019-08-01,"Buckland, AK",United States,Substantial,Airplane,Mcdonnell Douglas Aircraft Co,C 118A,4.0,Reciprocating,,
84633,20190813X74443,Accident,GAA19CA492,2019-08-01,"Kenai, AK",United States,Substantial,Airplane,Mcdonnell Douglas Aircraft Co,DC3C,2.0,Reciprocating,Business,
84641,20190803X03459,Accident,CEN19FA247,2019-08-03,"Ontonagan, MI",United States,Destroyed,Airplane,Piper,PA28,1.0,Reciprocating,Personal,
84642,20190803X22956,Accident,CEN19LA249,2019-08-03,"Saginaw, MI",United States,Substantial,Airplane,Cessna,A185,,Reciprocating,Personal,
84644,20190804X03031,Accident,CEN19LA257,2019-08-03,"Jacksonville, FL",United States,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,
84649,20190804X92227,Accident,GAA19CA504,2019-08-04,"Oakland, CA",United States,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,
84650,20190806X21343,Accident,GAA19CA486,2019-08-04,"Bayse, VA",United States,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,
84654,20190805X82045,Accident,ANC19FA042,2019-08-05,"Girdwood, AK",United States,Destroyed,Airplane,Piper,PA22-150,1.0,Reciprocating,Personal,
84655,20190806X45857,Accident,WPR19FA209,2019-08-05,"Wolf Point, MT",United States,Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Business,
84660,20190808X43724,Accident,DCA19CA192,2019-08-06,"San Francisco, CA",United States,Minor,Airplane,Boeing,737,2.0,,,
84664,20190807X70552,Accident,WPR19FA212,2019-08-07,"Camarillo, CA",United States,Substantial,Airplane,Wheeler,EXPRESS SERIES 2000,1.0,Reciprocating,Personal,
84667,20190808X10905,Accident,CEN19LA258,2019-08-08,"North Garden, VA",United States,Substantial,Airplane,Cessna,R172,,,Personal,
84671,20190808X62316,Accident,DCA19LA193,2019-08-08,"Orlando, FL",United States,Substantial,Airplane,Airbus Industrie,A321,2.0,,,
84672,20190808X71425,Accident,ERA19FA240,2019-08-08,"Hatboro, PA",United States,Destroyed,Airplane,Beech,F33,1.0,Reciprocating,Personal,
84674,20190808X82409,Accident,CEN19LA260,2019-08-08,"Cortez, CO",United States,Substantial,Airplane,De Havilland,DH60,,,Personal,
84675,20190813X55350,Accident,CEN19LA266,2019-08-08,"Lubbock, TX",United States,,Airplane,Canadair,CL600 2B16,2.0,Turbo Fan,Business,
84677,20190816X35649,Accident,DCA19CA198,2019-08-08,"Charlottesville, VA",United States,,Airplane,Airbus Industrie,A320,2.0,,,
84679,20190809X33451,Accident,WPR19FA215,2019-08-09,"Ontario, OR",United States,Substantial,Airplane,North American,T28A,1.0,Reciprocating,Personal,
84680,20190811X02525,Accident,CEN19LA264,2019-08-09,"Cordell, OK",United States,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,
84682,20190919X51117,Accident,GAA19CA558,2019-08-09,"Chicago, IL",United States,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,
84686,20190809X93735,Accident,GAA19CA491,2019-08-10,"Franklin, PA",United States,Substantial,Airplane,Consolidated Vultee,BT13,1.0,Reciprocating,Personal,
84687,20190810X23256,Accident,CEN19LA262,2019-08-10,"Newark, OH",United States,Substantial,Airplane,Pietenpol,AIRCAMPER,1.0,Reciprocating,Personal,
84688,20190811X34546,Accident,WPR19LA217,2019-08-10,"Prospect, OR",United States,Substantial,Airplane,Cessna,206,1.0,Reciprocating,,
84689,20190811X65116,Accident,GAA19CA489,2019-08-10,"Two Harbors, MN",United States,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,
84690,20190812X52759,Accident,GAA19CA493,2019-08-10,"Chino, CA",United States,Substantial,Airplane,North American,AT 6D,1.0,Reciprocating,Personal,
84693,20190811X63554,Accident,CEN19LA263,2019-08-11,"New Carlisle, OH",United States,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,
84694,20190811X80130,Accident,ERA19FA243,2019-08-11,"Jersey Shore, PA",United States,Substantial,Airplane,Poberezny,ACRO SPORT II,1.0,Reciprocating,Personal,
84695,20190811X81522,Accident,WPR19FA216,2019-08-11,"Kooskia, ID",United States,Substantial,Airplane,Lancair,LANCAIR IV,1.0,Reciprocating,Personal,
84697,20190813X21352,Accident,ANC19TA044,2019-08-12,"Anchorage, AK",United States,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,
84700,20190814X02543,Accident,ERA19LA247,2019-08-14,"Boone, NC",United States,Destroyed,Airplane,Fantasy Air,ALLEGRO,1.0,Reciprocating,Personal,
84702,20190814X82547,Accident,GAA19CA494,2019-08-14,"Stockton, CA",United States,Substantial,Airplane,Rockwell,690,2.0,Turbo Prop,Personal,
84705,20190814X24705,Accident,WPR19FA219,2019-08-15,"Marysville, WA",United States,Substantial,Airplane,Capes,MURPHY MOOSE,,Reciprocating,Personal,
84709,20190815X62451,Accident,WPR19LA222,2019-08-15,"Jamul, CA",United States,Substantial,Airplane,Zenith,601XLB,,Reciprocating,Personal,
84710,20190815X74831,Accident,ERA19FA248,2019-08-15,"Elizabethton, TN",United States,Destroyed,Airplane,Textron Aviation Inc,680A,2.0,Turbo Fan,Business,
84712,20190819X61711,Accident,GAA19CA497,2019-08-15,"McCarthy, AK",United States,Substantial,Airplane,Piper,PA 12,1.0,Reciprocating,Personal,
84713,20190819X64723,Accident,CEN19LA275,2019-08-15,"Rio Grande City, TX",United States,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,
84715,20190816X21722,Accident,CEN19FA270,2019-08-16,"New Orleans, LA",United States,Destroyed,Airplane,Pitts,S2,1.0,Reciprocating,Personal,
84717,20190819X04503,Accident,GAA19CA495,2019-08-16,"Hooper, WA",United States,Substantial,Airplane,Flight Design,CT2K,1.0,Reciprocating,Personal,
84720,20190818X03942,Accident,WPR19LA223,2019-08-17,"Ruidoso, NM",United States,Substantial,Airplane,Beech,35,,,Personal,
84721,20190818X25532,Accident,ERA19TA254,2019-08-17,"Talladega, AL",United States,Substantial,Airplane,Giger Frank R,Nieuport II,1.0,Reciprocating,Personal,
84722,20190818X75840,Accident,ERA19FA249,2019-08-17,"Lagrangeville, NY",United States,Destroyed,Airplane,Cessna,T303,2.0,Reciprocating,Personal,
84726,20190818X23637,Accident,ANC19LA046,2019-08-18,"Lahaina, HI",United States,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,,
84728,20190818X33245,Accident,CEN19FA271,2019-08-18,"Hopedale, LA",United States,Destroyed,Airplane,Cessna,U206,1.0,Reciprocating,Personal,
84731,20190819X13655,Accident,GAA19CA496,2019-08-19,"Regina, NM",United States,Substantial,Airplane,Cessna,TU206,1.0,Reciprocating,Personal,
84732,20190819X30547,Accident,GAA19CA499,2019-08-19,"Ocracoke, NC",United States,Substantial,Airplane,Vans,RV7,1.0,Reciprocating,Personal,
84733,20190819X52009,Accident,WPR19LA227,2019-08-19,"Spokane, WA",United States,Substantial,Airplane,Piper,PA28R,1.0,Reciprocating,Personal,
84734,20190819X62641,Accident,GAA19CA501,2019-08-19,"Fairbanks, AK",United States,Substantial,Airplane,Champion,7GCBC,1.0,Reciprocating,Personal,
84735,20190819X74817,Accident,ERA19FA251,2019-08-19,"Tappahannock, VA",United States,Substantial,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,
84737,20190820X13813,Accident,WPR19LA237,2019-08-20,"Eugene, OR",United States,Substantial,Airplane,Cessna,T210,1.0,,Personal,
84739,20190820X22547,Accident,CEN19FA279,2019-08-20,"Howell, MI",United States,Substantial,Airplane,Aero Commander,200,,Reciprocating,Personal,
84740,20190820X31500,Accident,GAA19CA517,2019-08-20,"Arlington, WA",United States,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,
84742,20190821X63912,Accident,ERA19LA252,2019-08-20,"East Brady, PA",United States,Substantial,Airplane,Piper,PA 31P,2.0,Reciprocating,Personal,
84745,20190820X13940,Accident,WPR19LA238,2019-08-21,"Half Moon Bay, CA",United States,Destroyed,Airplane,Beech,36,1.0,Reciprocating,Personal,
84748,20190821X63931,Accident,WPR19FA230,2019-08-21,"Oroville, CA",United States,Destroyed,Airplane,Cessna,560XL,,Turbo Fan,,
84749,20190821X65920,Accident,WPR19LA233,2019-08-21,"Livermore, CA",United States,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,
84750,20190821X74823,Accident,CEN19LA281,2019-08-21,"Grand Rapids, MN",United States,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,
84752,20190822X70303,Accident,ERA19LA255,2019-08-21,"Tampa, FL",United States,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Personal,
84753,20190822X70607,Accident,ERA19LA253,2019-08-21,"St. Cloud, FL",United States,Substantial,Airplane,Velocity,XL-5,1.0,Reciprocating,Personal,
84754,20190822X02939,Accident,GAA19CA507,2019-08-22,"Anchorage, AK",United States,Substantial,Airplane,Maule,M5,1.0,Reciprocating,Personal,
84756,20190822X45548,Accident,ERA19LA257,2019-08-22,"Burnsville, NC",United States,Substantial,Airplane,Cirrus,SR22,,Reciprocating,Personal,
84757,20190822X70115,Accident,GAA19CA513,2019-08-22,"Rangeley Lake, ME",United States,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,
84758,20190822X81045,Accident,GAA19CA505,2019-08-22,"Oxford, FL",United States,Substantial,Airplane,Pipistrel,SINUS 912,1.0,Reciprocating,Personal,
84762,20190823X45219,Accident,ERA19FA256,2019-08-23,"Minneola, FL",United States,Substantial,Airplane,Moriarty Marvin,AVENTURA II,1.0,Reciprocating,Personal,
84763,20190824X03850,Accident,ERA19LA258,2019-08-23,"Hobe Sound, FL",United States,Substantial,Airplane,Beech,F33,1.0,Reciprocating,Personal,
84767,20190918X60653,Accident,GAA19CA557,2019-08-23,"Fort Myers, FL",United States,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,
84769,20190824X80347,Accident,WPR19FA235,2019-08-24,"Big Spring, TX",United States,Substantial,Airplane,Meyers,Midget 0100,1.0,Reciprocating,Personal,
84772,20190826X30247,Accident,WPR19LA239,2019-08-24,"Wendover, UT",United States,Substantial,Airplane,Piper,PA24,1.0,Reciprocating,Personal,
84777,20190826X32626,Accident,WPR19LA240,2019-08-25,"Lancaster, CA",United States,Substantial,Airplane,Scoda Aeronautical,Super Petrel,,,Personal,
84778,20190826X40754,Accident,CEN19TA293,2019-08-25,"Russiaville, IN",United States,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,
84779,20190826X43114,Accident,CEN19LA300,2019-08-25,"Bethany, OK",United States,Substantial,Airplane,Cessna,425,2.0,Turbo Prop,Personal,
84783,20190904X11153,Accident,CEN19TA330,2019-08-25,"GLENWOOD SPRINGS, CO",United States,Substantial,Airplane,Cirrus,SR22,,,Personal,
84787,20190827X10947,Accident,WPR19LA243,2019-08-26,"Reno, NV",United States,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,
84789,20190827X51852,Accident,CEN19LA290,2019-08-27,"Monroe, WI",United States,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,
84790,20190828X10040,Accident,GAA19CA515,2019-08-27,"Kenai, AK",United States,Substantial,Airplane,Piper,PA18,1.0,Reciprocating,Personal,
84792,20190830X60449,Accident,DCA19CA208,2019-08-27,"Chicago, IL",United States,,Airplane,Mcdonnell Douglas Aircraft Co,MD88,2.0,Turbo Jet,,
84793,20190830X64106,Accident,DCA19CA206,2019-08-27,"Denver, CO",United States,,Airplane,Airbus Industrie,A320,2.0,Turbo Fan,,
84797,20190828X20449,Accident,WPR19FA244,2019-08-28,"McKenzie Bridge, OR",United States,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,
84799,20190828X74813,Accident,GAA19CA518,2019-08-28,"Ashland, OR",United States,Substantial,Airplane,Piper,PA32RT,1.0,Reciprocating,Personal,
84800,20190829X05958,Accident,WPR19FA246,2019-08-29,"St. Ignatious, MT",United States,Substantial,Airplane,Beech,33,1.0,Reciprocating,Personal,
84801,20190829X34852,Accident,CEN19LA295,2019-08-29,"Olney, TX",United States,Substantial,Airplane,Air Tractor,AT502,1.0,Turbo Prop,Business,
84807,20190830X73100,Accident,GAA19CA568,2019-08-30,"Prescott, AZ",United States,Substantial,Airplane,Luscombe,8,1.0,Reciprocating,Personal,
84809,20190903X05611,Accident,ANC19LA048,2019-08-30,"Fairbanks, AK",United States,Substantial,Airplane,Piper,PA-18,,Reciprocating,Personal,
84810,20190903X44536,Accident,WPR19TA248,2019-08-30,"Nampa, ID",United States,Substantial,Airplane,Hall,Kitfox,1.0,Reciprocating,Personal,
84811,20200603X81031,Accident,ANC19CA057,2019-08-30,"Arctic Village, AK",United States,Substantial,Airplane,Piper,PA22,1.0,Reciprocating,Personal,
84812,20190831X32452,Accident,WPR19LA247,2019-08-31,"El Monte, CA",United States,Substantial,Airplane,Cessna,510,,Turbo Fan,Personal,
84813,20190902X23852,Accident,CEN19LA299,2019-08-31,"Conroe, TX",United States,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,
84818,20190902X51258,Accident,GAA19CA522,2019-09-01,"Bandera, WA",United States,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,
84819,20190903X95140,Accident,ERA19LA264,2019-09-01,"Foley, AL",United States,Substantial,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,
84820,20190905X84147,Accident,GAA19CA524,2019-09-01,"Manchester, NH",United States,Substantial,Airplane,Piper,PA 28-180,1.0,Reciprocating,Personal,
84821,20190909X81218,Accident,GAA19CA530,2019-09-01,"Chickaloon, AK",United States,Substantial,Airplane,Piper,PA 18,1.0,Reciprocating,Personal,
84824,20190902X33852,Accident,GAA19CA520,2019-09-02,"Mackinac Island, MI",United States,Substantial,Airplane,Piper,PA32RT,1.0,Reciprocating,Personal,
84825,20190902X34852,Accident,CEN19LA297,2019-09-02,"Independence, MI",United States,Substantial,Airplane,Piper,J3C,,,Personal,
84826,20190903X14713,Accident,GAA19CA521,2019-09-02,"Beluga, AK",United States,Substantial,Airplane,Piper,PA18,1.0,Reciprocating,Personal,
